id,legacy_plan_id,model_name,manufacturer,classification,detail_url,quote_url,floorplan_url,photo_count,floorplan_count,matterport
floorplan-227254,227254,Nexus TXR / Isabel 9676,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227254/nexus-txr/isabel-9676/,https://www.texashomeoutlet.com/quote/floorplan/227254/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227254/Isabel%209676%20floor-plans.jpg,1,1,True
floorplan-227256,227256,Nexus TXR / Macey 9768,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/227256/nexus-txr/macey-9768/,https://www.texashomeoutlet.com/quote/floorplan/227256/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227256/Macey%209768%20floor-plans.jpg,1,1,True
floorplan-227257,227257,Nexus TXR / Mariana 9776,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/227257/nexus-txr/mariana-9776/,https://www.texashomeoutlet.com/quote/floorplan/227257/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227257/Mariana%209776%20floor-plans.jpg,1,1,True
floorplan-227258,227258,Nexus / Leo 9156,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227258/nexus/leo-9156/,https://www.texashomeoutlet.com/quote/floorplan/227258/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227258/LAN-9156-32349-62-11-942x585.jpg,0,2,True
floorplan-227259,227259,Nexus / Libra 9160,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227259/nexus/libra-9160/,https://www.texashomeoutlet.com/quote/floorplan/227259/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227259/Libra%209160%20floor-plans.jpg,1,1,True
floorplan-227261,227261,Nexus / Orion 9176,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227261/nexus/orion-9176/,https://www.texashomeoutlet.com/quote/floorplan/227261/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227261/Orion%209176%20floor-plans.jpg,1,1,True
floorplan-227263,227263,Nexus / Carina 9270,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227263/nexus/carina-9270/,https://www.texashomeoutlet.com/quote/floorplan/227263/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227263/Carina%209270%20floor-plans.jpg,1,1,True
floorplan-227264,227264,Nexus / Phoenix 9277,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227264/nexus/phoenix-9277/,https://www.texashomeoutlet.com/quote/floorplan/227264/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227264/Phoenix%209277%20floor-plans.jpg,1,1,True
floorplan-227265,227265,Nexus / Pegasus 9340,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/227265/nexus/pegasus-9340/,https://www.texashomeoutlet.com/quote/floorplan/227265/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227265/LAN-9340-34163-24-01-942x585.jpg,0,2,True
floorplan-227266,227266,Nexus / Columbia 9344,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/227266/nexus/columbia-9344/,https://www.texashomeoutlet.com/quote/floorplan/227266/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227266/Columbia%209344%20floor-plans.jpg,1,1,True
floorplan-227267,227267,Nexus / Andromeda 9348,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/227267/nexus/andromeda-9348/,https://www.texashomeoutlet.com/quote/floorplan/227267/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227267/LAN-9348-32452-45-01-1024x683.jpg,0,2,True
floorplan-227269,227269,Nexus / Taurus 9366,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/227269/nexus/taurus-9366/,https://www.texashomeoutlet.com/quote/floorplan/227269/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227269/Taurus%209366%20floor-plans.jpg,1,1,True
floorplan-227313,227313,New Vision / The Fiesta,New Vision Manufacturing,Double Wide,https://www.texashomeoutlet.com/plan/227313/new-vision/the-fiesta/,https://www.texashomeoutlet.com/quote/floorplan/227313/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/227313/fiesta%20fixed%20floor-plans-SMALL.jpg,1,1,True
floorplan-227617,227617,Prairie Dune / 8850,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/227617/prairie-dune/8850/,https://www.texashomeoutlet.com/quote/floorplan/227617/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/227617/galaxy-2300-floor-plans.jpg,1,1,True
floorplan-227808,227808,Skyline / The Frenchman 1676-H-32003,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/227808/skyline/the-frenchman-1676-h-32003/,https://www.texashomeoutlet.com/quote/floorplan/227808/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/227808/frenchman%20floor-plans-SMALL.jpg,1,1,True
floorplan-227875,227875,Valu Maxx Premier / VY-16683E,Cavco Homes of Texas,Single Wide,https://www.texashomeoutlet.com/plan/227875/valu-maxx-premier/vy-16683e/,https://www.texashomeoutlet.com/quote/floorplan/227875/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/227875/VY-16683E-floor-plans.jpg,1,1,True
floorplan-227877,227877,Valu Maxx Premier / VY-32563E,Cavco Homes of Texas,Double Wide,https://www.texashomeoutlet.com/plan/227877/valu-maxx-premier/vy-32563e/,https://www.texashomeoutlet.com/quote/floorplan/227877/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/227877/32563F%20new.jpg,1,1,True
floorplan-228492,228492,Independent / The Renegade SLT28483B,Clayton Sulphur Springs,Double Wide,https://www.texashomeoutlet.com/plan/228492/independent/the-renegade-slt28483b/,https://www.texashomeoutlet.com/quote/floorplan/228492/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2025/floorplan/228492/floor-plans-SMALL%20%281%29.jpg,1,1,True
floorplan-228520,228520,Premier / The Orleans 3276H42001,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/228520/premier/the-orleans-3276h42001/,https://www.texashomeoutlet.com/quote/floorplan/228520/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/228520/The%20Orleans%203276H42001%20floor-plans-SMALL.jpg,1,1,True
floorplan-228521,228521,Palmetto / The Tulane 1676H32011,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/228521/palmetto/the-tulane-1676h32011/,https://www.texashomeoutlet.com/quote/floorplan/228521/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/228521/tulane%20floor-plans-SMALL.jpg,1,1,True
floorplan-228522,228522,Palmetto / The Magnolia 3276H42002,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/228522/palmetto/the-magnolia-3276h42002/,https://www.texashomeoutlet.com/quote/floorplan/228522/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/228522/magnolia%20floor-plans-SMALL.jpg,1,1,True
floorplan-228865,228865,The Elite Series / The Royal ELT32685B,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/228865/the-elite-series/the-royal-elt32685b/,https://www.texashomeoutlet.com/quote/floorplan/228865/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/228865/The%20Royal%20ELT32685B.jpg,1,1,True
floorplan-229053,229053,Prairie Dune / 8978,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/229053/prairie-dune/8978/,https://www.texashomeoutlet.com/quote/floorplan/229053/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/229053/8978-floor-plans-SMALL.jpg,1,1,True
floorplan-229054,229054,Skyliner / 4765B,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/229054/skyliner/4765b/,https://www.texashomeoutlet.com/quote/floorplan/229054/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/229054/4765-floor-plans-SMALL.jpg,1,1,True
floorplan-229761,229761,Alpine Series / The Atlas 32SAP32744AH,Schult Waco 2,Double Wide,https://www.texashomeoutlet.com/plan/229761/alpine-series/the-atlas-32sap32744ah/,https://www.texashomeoutlet.com/quote/floorplan/229761/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3315/floorplan/229761/the-atlas-floor-plans-SMALL.jpg,1,1,True
floorplan-229764,229764,Alpine Series / The Sierra 32SAP32604AH,Schult Waco 2,Double Wide,https://www.texashomeoutlet.com/plan/229764/alpine-series/the-sierra-32sap32604ah/,https://www.texashomeoutlet.com/quote/floorplan/229764/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3315/floorplan/229764/floor-plans-SMALL.jpg,1,1,True
floorplan-229984,229984,Prairie Dune / 8801,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/229984/prairie-dune/8801/,https://www.texashomeoutlet.com/quote/floorplan/229984/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/229984/floor-plans-SMALL.jpg,1,1,True
floorplan-230051,230051,Premier / The Magazine,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/230051/premier/the-magazine/,https://www.texashomeoutlet.com/quote/floorplan/230051/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/230051/The%20Magazine%20floor-plans-SMALL.jpg,1,1,True
floorplan-230137,230137,Skyline / The Royal 1660-H-22001,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230137/skyline/the-royal-1660-h-22001/,https://www.texashomeoutlet.com/quote/floorplan/230137/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/230137/royal%20floor-plans-SMALL.jpg,1,1,True
floorplan-230325,230325,Palmetto / The Claiborne 1676H32006,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230325/palmetto/the-claiborne-1676h32006/,https://www.texashomeoutlet.com/quote/floorplan/230325/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/230325/Claiborne%20%20floor-plans-SMALL.jpg,1,1,True
floorplan-230484,230484,Nexus TXR / Bella 9876,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/230484/nexus-txr/bella-9876/,https://www.texashomeoutlet.com/quote/floorplan/230484/dealer/3522,,1,0,True
floorplan-231171,231171,The Elite Series / The Roosevelt ELT32563A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/231171/the-elite-series/the-roosevelt-elt32563a/,https://www.texashomeoutlet.com/quote/floorplan/231171/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/231171/The%20Roosevelt%20ELT32563A.jpg,1,1,True
floorplan-231478,231478,New Vision / The Charleston,New Vision Manufacturing,Double Wide,https://www.texashomeoutlet.com/plan/231478/new-vision/the-charleston/,https://www.texashomeoutlet.com/quote/floorplan/231478/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/231478/The%20Charleston%20floor-plans-SMALL%20%282%29.jpg,1,1,True
floorplan-231493,231493,The Titanium Single / The Cypress TTM16763C,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/231493/the-titanium-single/the-cypress-ttm16763c/,https://www.texashomeoutlet.com/quote/floorplan/231493/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/231493/The%20Cypress%20TTM16763C%201.jpg,1,1,True
floorplan-231494,231494,The Promotional Series / The Atlantis FAC16763B,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/231494/the-promotional-series/the-atlantis-fac16763b/,https://www.texashomeoutlet.com/quote/floorplan/231494/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/231494/The%20Atlantis%20FAC16763B.jpg,1,1,True
floorplan-231495,231495,The Titanium Double / The Palmer TTM32603A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/231495/the-titanium-double/the-palmer-ttm32603a/,https://www.texashomeoutlet.com/quote/floorplan/231495/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/231495/The%20Palmer%20TTM32603A.jpg,1,1,True
floorplan-231496,231496,The Titanium Single / The Baytown TTM16763B,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/231496/the-titanium-single/the-baytown-ttm16763b/,https://www.texashomeoutlet.com/quote/floorplan/231496/dealer/3522,,1,0,True
floorplan-231498,231498,Champion Warehouse / The Desire 3268-42080,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/231498/champion-warehouse/the-desire-3268-42080/,https://www.texashomeoutlet.com/quote/floorplan/231498/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/231498/desire%20floor-plans-SMALL.jpg,1,1,True
floorplan-231581,231581,Epic Experience / The Explorer CEE28563CH,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/231581/epic-experience/the-explorer-cee28563ch/,https://www.texashomeoutlet.com/quote/floorplan/231581/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/231581/CEE28563CH_30M037_Explorer_Charwood_1-Foyer.jpg,0,2,True
floorplan-231591,231591,Epic Experience / The Snowcap CEE28764BH,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/231591/epic-experience/the-snowcap-cee28764bh/,https://www.texashomeoutlet.com/quote/floorplan/231591/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/231591/CEE28764BH_30M036_Snowcap_Charwood_1-Overall.jpg,0,2,True
floorplan-231592,231592,The Titanium Double / The Daly TTM32563A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/231592/the-titanium-double/the-daly-ttm32563a/,https://www.texashomeoutlet.com/quote/floorplan/231592/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/231592/The%20Daly%20TTM32563A%202.jpg,1,1,True
floorplan-231775,231775,Valu Maxx Premier / VY-32643E,Cavco Homes of Texas,Double Wide,https://www.texashomeoutlet.com/plan/231775/valu-maxx-premier/vy-32643e/,https://www.texashomeoutlet.com/quote/floorplan/231775/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/231775/floor-plans-SMALL.jpg,1,1,True
floorplan-231851,231851,Premier / The Sabine,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/231851/premier/the-sabine/,https://www.texashomeoutlet.com/quote/floorplan/231851/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/231851/The%20Sabine.jpg,1,1,True
floorplan-231856,231856,Genesis / 9302,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/231856/genesis/9302/,https://www.texashomeoutlet.com/quote/floorplan/231856/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/231856/9302%20floor-plans-SMALL.png,1,1,True
floorplan-231909,231909,Champion Warehouse / The Pelican 2856H32065,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/231909/champion-warehouse/the-pelican-2856h32065/,https://www.texashomeoutlet.com/quote/floorplan/231909/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/231909/pelican%20floor-plans-SMALL.jpg,1,1,True
floorplan-231910,231910,Premier / The Pontchartrain 3264H3252,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/231910/premier/the-pontchartrain-3264h3252/,https://www.texashomeoutlet.com/quote/floorplan/231910/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/231910/floor-plans-SMALL.jpg,1,1,True
floorplan-231911,231911,Premier / The Zephyr 1676H32034,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/231911/premier/the-zephyr-1676h32034/,https://www.texashomeoutlet.com/quote/floorplan/231911/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/231911/025CHPR-1676H32034%20Zephyr%20floor-plans-SMALL.jpg,1,1,True
floorplan-231916,231916,New Vision / The Tony,New Vision Manufacturing,Single Wide,https://www.texashomeoutlet.com/plan/231916/new-vision/the-tony/,https://www.texashomeoutlet.com/quote/floorplan/231916/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/231916/the%20tony%20floor-plans-SMALL.png,1,1,True
floorplan-232171,232171,New Vision / The Stephens,New Vision Manufacturing,Double Wide,https://www.texashomeoutlet.com/plan/232171/new-vision/the-stephens/,https://www.texashomeoutlet.com/quote/floorplan/232171/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/232171/The%20Stephens%20floor-plans-SMALL.jpg,1,1,True
floorplan-232172,232172,Park House / The Copperwood,New Vision Manufacturing,Park Model,https://www.texashomeoutlet.com/plan/232172/park-house/the-copperwood/,https://www.texashomeoutlet.com/quote/floorplan/232172/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/232172/The%20Copperwood%20floor-plans-SMALL.png,1,1,True
floorplan-232767,232767,Valu Maxx Premier / VY-32684F,Cavco Homes of Texas,Double Wide,https://www.texashomeoutlet.com/plan/232767/valu-maxx-premier/vy-32684f/,https://www.texashomeoutlet.com/quote/floorplan/232767/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/232767/VY-32684F%20floor-plans-SMALL.jpg,1,1,True
floorplan-232808,232808,Solution / Hercules SLT32764A,Clayton Sulphur Springs,Double Wide,https://www.texashomeoutlet.com/plan/232808/solution/hercules-slt32764a/,https://www.texashomeoutlet.com/quote/floorplan/232808/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2025/floorplan/232808/floor-plans-SMALL%20%2810%29.jpg,1,1,True
floorplan-232809,232809,Independent / Anatolia XL SLT28683AH,Clayton Sulphur Springs,Double Wide,https://www.texashomeoutlet.com/plan/232809/independent/anatolia-xl-slt28683ah/,https://www.texashomeoutlet.com/quote/floorplan/232809/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2025/floorplan/232809/floor-plans-SMALL.jpg,1,1,True
floorplan-232844,232844,Park House / The Anderson,New Vision Manufacturing,Park Model,https://www.texashomeoutlet.com/plan/232844/park-house/the-anderson/,https://www.texashomeoutlet.com/quote/floorplan/232844/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/232844/The%20Anderson%20floor-plans-SMALL.jpg,1,1,True
floorplan-232970,232970,The Titanium Double / The Hogan TTM32765A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/232970/the-titanium-double/the-hogan-ttm32765a/,https://www.texashomeoutlet.com/quote/floorplan/232970/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/232970/The%20Hogan%20TTM32765A%201.jpg,1,1,True
floorplan-233333,233333,Alpine Series / The Fuji 32SAP28744AH,Schult Waco 2,Double Wide,https://www.texashomeoutlet.com/plan/233333/alpine-series/the-fuji-32sap28744ah/,https://www.texashomeoutlet.com/quote/floorplan/233333/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3315/floorplan/233333/floor-plans-SMALL%20%281%29.jpg,1,1,True
floorplan-233334,233334,Alpine Series / El Capitan 32SAP32563AH,Schult Waco 2,Double Wide,https://www.texashomeoutlet.com/plan/233334/alpine-series/el-capitan-32sap32563ah/,https://www.texashomeoutlet.com/quote/floorplan/233334/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3315/floorplan/233334/floor-plans-SMALL.jpg,1,1,True
floorplan-233569,233569,Premier / Du Monde 3260H32400,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/233569/premier/du-monde-3260h32400/,https://www.texashomeoutlet.com/quote/floorplan/233569/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/233569/dumonde.jpg,1,1,True
floorplan-233570,233570,Premier / McAlister 1676H32107,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/233570/premier/mcalister-1676h32107/,https://www.texashomeoutlet.com/quote/floorplan/233570/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/233570/McAlister%201676H32107.jpg,1,1,True
floorplan-233614,233614,The Promotional Series / The Nassau FAC28483A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/233614/the-promotional-series/the-nassau-fac28483a/,https://www.texashomeoutlet.com/quote/floorplan/233614/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/233614/The%20Nassau%20FAC28483A%201.jpg,1,1,True
floorplan-233615,233615,The Promotional Series / The Cuatro FAC18764A,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/233615/the-promotional-series/the-cuatro-fac18764a/,https://www.texashomeoutlet.com/quote/floorplan/233615/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/233615/The%20Cuatro%20FAC18764A%201.jpg,1,1,True
floorplan-233618,233618,The Promotional Series / Molly FAC16602A,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/233618/the-promotional-series/molly-fac16602a/,https://www.texashomeoutlet.com/quote/floorplan/233618/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/233618/Molly%20FAC16602A.jpg,1,1,True
floorplan-233637,233637,Premier / Zurich 2876H43389,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/233637/premier/zurich-2876h43389/,https://www.texashomeoutlet.com/quote/floorplan/233637/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/233637/zurich.jpg,0,1,True
floorplan-233638,233638,Premier / The Jazz 1676H32325,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/233638/premier/the-jazz-1676h32325/,https://www.texashomeoutlet.com/quote/floorplan/233638/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/233638/jazz.jpg,1,1,True
floorplan-233639,233639,Premier / Bourbon 3276H42398,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/233639/premier/bourbon-3276h42398/,https://www.texashomeoutlet.com/quote/floorplan/233639/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/233639/skyline%20bourbon.jpg,1,1,True
floorplan-233640,233640,The Titanium Single / The Pinehurst TTM16763D,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/233640/the-titanium-single/the-pinehurst-ttm16763d/,https://www.texashomeoutlet.com/quote/floorplan/233640/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/233640/The%20Pinehurst%20TTM16763D%202.jpg,1,1,True
floorplan-233809,233809,Compass / Houtman 766-P6,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/233809/compass/houtman-766-p6/,https://www.texashomeoutlet.com/quote/floorplan/233809/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/233809/houtman.jpg,1,1,True
floorplan-233831,233831,Valu Maxx Premier / 16763A,Cavco Homes of Texas,Single Wide,https://www.texashomeoutlet.com/plan/233831/valu-maxx-premier/16763a/,https://www.texashomeoutlet.com/quote/floorplan/233831/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/233831/16763A.jpg,1,1,True
floorplan-233872,233872,Anthem / The Roanoke Duplex,Cavco Homes of Texas,Single Wide,https://www.texashomeoutlet.com/plan/233872/anthem/the-roanoke-duplex/,https://www.texashomeoutlet.com/quote/floorplan/233872/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/233872/Cumberland%20Duplex.jpg,1,1,True
floorplan-233873,233873,Anthem / The Cumberland Duplex,Cavco Homes of Texas,Single Wide,https://www.texashomeoutlet.com/plan/233873/anthem/the-cumberland-duplex/,https://www.texashomeoutlet.com/quote/floorplan/233873/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/233873/Roanoke.jpg,1,1,True
floorplan-233874,233874,Anthem / The Sugar Run Duplex,Cavco Homes of Texas,Single Wide,https://www.texashomeoutlet.com/plan/233874/anthem/the-sugar-run-duplex/,https://www.texashomeoutlet.com/quote/floorplan/233874/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/233874/Sugar%20Run%20layout.jpg,1,1,True
floorplan-233877,233877,Valu Maxx / 28483M,Cavco Homes of Texas,Double Wide,https://www.texashomeoutlet.com/plan/233877/valu-maxx/28483m/,https://www.texashomeoutlet.com/quote/floorplan/233877/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/233877/28483M.jpg,1,1,True
floorplan-234346,234346,Premier / The Darlington NM3252A,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/234346/premier/the-darlington-nm3252a/,https://www.texashomeoutlet.com/quote/floorplan/234346/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/234346/The%20Darlington%20NM3252A.png,1,1,True
floorplan-234357,234357,The Titanium Double / The Player TTM32644A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/234357/the-titanium-double/the-player-ttm32644a/,https://www.texashomeoutlet.com/quote/floorplan/234357/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234357/The%20Player%20TTM32644A.jpg,1,1,True
floorplan-234607,234607,Embrace Series / Space 3276H53A7E,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/234607/embrace-series/space-3276h53a7e/,https://www.texashomeoutlet.com/quote/floorplan/234607/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/234607/floor-plans-SMALL.jpg,1,1,True
floorplan-234814,234814,Genesis / 9921A,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/234814/genesis/9921a/,https://www.texashomeoutlet.com/quote/floorplan/234814/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/234814/9921A.jpg,1,1,True
floorplan-234918,234918,New Vision / The Suite Sara,New Vision Manufacturing,Double Wide,https://www.texashomeoutlet.com/plan/234918/new-vision/the-suite-sara/,https://www.texashomeoutlet.com/quote/floorplan/234918/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/234918/Suite%20Sara.jpg,1,1,True
floorplan-234946,234946,The Elite Series / The Madison ELT32644B,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/234946/the-elite-series/the-madison-elt32644b/,https://www.texashomeoutlet.com/quote/floorplan/234946/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234946/The%20Madison%20ELT32644B.jpg,1,1,True
floorplan-234947,234947,The Elite Series / The Jackson ELS16763D,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/234947/the-elite-series/the-jackson-els16763d/,https://www.texashomeoutlet.com/quote/floorplan/234947/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234947/jackson.jpg,1,1,True
floorplan-234948,234948,The Elite Series / The Patton ELS16763C,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/234948/the-elite-series/the-patton-els16763c/,https://www.texashomeoutlet.com/quote/floorplan/234948/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234948/The%20Patton%20ELS16763C.jpg,1,1,True
